,ts_code,name,market,publisher,category,base_date,base_point,list_date
95,801178.SI,物流Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
96,801180.SI,房地产(申万),SW,申万研究,一级行业指数,19991230,1000.0,20031015
97,801181.SI,房地产开发Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
98,801182.SI,园区开发Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
99,801190.SI,金融服务(申万),SW,申万研究,一级行业指数,19991230,1000.0,
100,801191.SI,多元金融Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
101,801192.SI,银行Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
102,801193.SI,券商Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
103,801194.SI,保险Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
104,801200.SI,商业贸易(申万),SW,申万研究,一级行业指数,19991230,1000.0,20031015
105,801201.SI,零售(申万),SW,申万研究,二级行业指数,19991230,1000.0,
106,801202.SI,贸易Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
107,801203.SI,一般零售(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
108,801204.SI,专业零售(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
109,801205.SI,商业物业经营(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
110,801210.SI,休闲服务(申万),SW,申万研究,一级行业指数,19991230,1000.0,20031015
111,801211.SI,餐饮Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
112,801212.SI,景点(申万),SW,申万研究,二级行业指数,19991230,1000.0,
113,801213.SI,酒店Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
114,801214.SI,旅游综合Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
115,801215.SI,其他休闲服务Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
116,801220.SI,信息服务(申万),SW,申万研究,一级行业指数,19991230,1000.0,
117,801221.SI,传媒(申万),SW,申万研究,二级行业指数,19991230,1000.0,
118,801222.SI,计算机应用(申万),SW,申万研究,二级行业指数,19991230,1000.0,
119,801223.SI,通信运营Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
120,801224.SI,网络服务(申万),SW,申万研究,二级行业指数,19991230,1000.0,
121,801230.SI,综合(申万),SW,申万研究,一级行业指数,19991230,1000.0,20031015
122,801231.SI,综合Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,
123,801250.SI,申万制造,SW,申万研究,其他,19991230,1000.0,20110822
124,801260.SI,申万消费,SW,申万研究,其他,19991230,1000.0,20110822
125,801270.SI,申万投资,SW,申万研究,其他,19991230,1000.0,20110822
126,801280.SI,申万服务,SW,申万研究,其他,19991230,1000.0,20110822
127,801300.SI,申万300,SW,申万研究,其他,19991230,1000.0,
128,801311.SI,300农林牧渔(申万),SW,申万研究,其他,19991230,1000.0,
129,801321.SI,300采掘(申万),SW,申万研究,其他,19991230,1000.0,
130,801322.SI,300化工(申万),SW,申万研究,其他,19991230,1000.0,
131,801323.SI,300黑色金属(申万),SW,申万研究,其他,19991230,1000.0,
132,801324.SI,300有色金属(申万),SW,申万研究,其他,19991230,1000.0,
133,801325.SI,300建筑建材(申万),SW,申万研究,其他,19991230,1000.0,
134,801326.SI,300机械设备(申万),SW,申万研究,其他,19991230,1000.0,
135,801327.SI,300电子(申万),SW,申万研究,其他,19991230,1000.0,
136,801331.SI,300交运设备(申万),SW,申万研究,其他,19991230,1000.0,
137,801332.SI,300信息设备(申万),SW,申万研究,其他,19991230,1000.0,
138,801333.SI,300家用电器(申万),SW,申万研究,其他,19991230,1000.0,
139,801334.SI,300食品饮料(申万),SW,申万研究,其他,19991230,1000.0,
140,801335.SI,300纺织服装(申万),SW,申万研究,其他,19991230,1000.0,
141,801336.SI,300轻工制造(申万),SW,申万研究,其他,19991230,1000.0,
142,801337.SI,300医药生物(申万),SW,申万研究,其他,19991230,1000.0,
143,801341.SI,300公用事业(申万),SW,申万研究,其他,19991230,1000.0,
144,801342.SI,300交通运输(申万),SW,申万研究,其他,19991230,1000.0,
145,801343.SI,300房地产(申万),SW,申万研究,其他,19991230,1000.0,
146,801344.SI,300金融服务(申万),SW,申万研究,其他,19991230,1000.0,
147,801345.SI,300商业贸易(申万),SW,申万研究,其他,19991230,1000.0,
148,801346.SI,300餐饮旅游(申万),SW,申万研究,其他,19991230,1000.0,
149,801347.SI,300信息服务(申万),SW,申万研究,其他,19991230,1000.0,
150,801351.SI,300综合(申万),SW,申万研究,其他,19991230,1000.0,
151,801710.SI,建筑材料(申万),SW,申万研究,一级行业指数,19991230,1000.0,20140221
152,801711.SI,水泥制造Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
153,801712.SI,玻璃制造Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
154,801713.SI,其他建材Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
155,801720.SI,建筑装饰(申万),SW,申万研究,一级行业指数,19991230,1000.0,20140221
156,801721.SI,房屋建设Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
157,801722.SI,装修装饰Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
158,801723.SI,基础建设(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
159,801724.SI,专业工程(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
160,801725.SI,园林工程Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
161,801730.SI,电气设备(申万),SW,申万研究,一级行业指数,19991230,1000.0,20140221
162,801731.SI,电机Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
163,801732.SI,电气自动化设备(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
164,801733.SI,电源设备(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
165,801734.SI,高低压设备(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
166,801740.SI,国防军工(申万),SW,申万研究,一级行业指数,19991230,1000.0,20140221
167,801741.SI,航天装备Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
168,801742.SI,航空装备Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
169,801743.SI,地面兵装Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
170,801744.SI,船舶制造Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
171,801750.SI,计算机(申万),SW,申万研究,一级行业指数,19991230,1000.0,20140221
172,801751.SI,营销传播(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
173,801752.SI,互联网传媒(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
174,801760.SI,传媒(申万),SW,申万研究,一级行业指数,19991230,1000.0,20140221
175,801761.SI,文化传媒(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
176,801770.SI,通信(申万),SW,申万研究,一级行业指数,19991230,1000.0,20140221
177,801780.SI,银行(申万),SW,申万研究,一级行业指数,19991230,1000.0,20140221
178,801790.SI,非银金融(申万),SW,申万研究,一级行业指数,19991230,1000.0,20140221
179,801811.SI,大盘指数(申万),SW,申万研究,其他,19991230,1000.0,
180,801812.SI,中盘指数(申万),SW,申万研究,其他,19991230,1000.0,
181,801813.SI,小盘指数(申万),SW,申万研究,其他,19991230,1000.0,
182,801821.SI,高市盈率指数(申万),SW,申万研究,其他,19991230,1000.0,
183,801822.SI,中市盈率指数(申万),SW,申万研究,其他,19991230,1000.0,
184,801823.SI,低市盈率指数(申万),SW,申万研究,其他,19991230,1000.0,
185,801831.SI,高市净率指数(申万),SW,申万研究,其他,19991230,1000.0,
186,801832.SI,中市净率指数(申万),SW,申万研究,其他,19991230,1000.0,
187,801833.SI,低市净率指数(申万),SW,申万研究,其他,19991230,1000.0,
188,801841.SI,高价股指数(申万),SW,申万研究,其他,19991230,1000.0,
189,801842.SI,中价股指数(申万),SW,申万研究,其他,19991230,1000.0,
190,801843.SI,低价股指数(申万),SW,申万研究,其他,19991230,1000.0,
191,801851.SI,亏损股指数(申万),SW,申万研究,其他,19991230,1000.0,
192,801852.SI,微利股指数(申万),SW,申万研究,其他,19991230,1000.0,
193,801853.SI,绩优股指数(申万),SW,申万研究,其他,19991230,1000.0,
194,801861.SI,配股指数(申万),SW,申万研究,其他,19991230,1000.0,
195,801862.SI,活跃指数(申万),SW,申万研究,其他,19991230,1000.0,
196,801863.SI,新股指数(申万),SW,申万研究,其他,19991230,1000.0,
197,801880.SI,汽车(申万),SW,申万研究,一级行业指数,19991230,1000.0,20140221
198,801881.SI,其他交运设备Ⅱ(申万),SW,申万研究,二级行业指数,19991230,1000.0,20140221
199,801890.SI,机械设备(申万),SW,申万研究,一级行业指数,19991230,1000.0,20140221
200,801901.SI,申万基金重仓,SW,申万研究,其他,20021231,1000.0,
201,801903.SI,申万基金核心,SW,申万研究,其他,20021231,1000.0,
202,801905.SI,申万重点,SW,申万研究,其他,20020430,1000.0,
203,802600.SI,装备制造,SW,申万研究,其他,20041231,1000.0,
204,802613.SI,平安银行养老新兴投资指数,SW,申万研究,价值指数,20161230,1000.0,20170103
205,803611.SI,价值优势(申万),SW,申万研究,其他,20041231,1000.0,20100331
206,803612.SI,价值发现(申万),SW,申万研究,其他,20041231,1000.0,20100816
207,803613.SI,价值稳健(申万),SW,申万研究,其他,20041231,1000.0,20100816
208,805001.SI,SWS商品,SW,申万研究,其他,20041231,1000.0,20120702
209,805002.SI,SWS商品S,SW,申万研究,其他,20041231,1000.0,20120702
210,805003.SI,SWS农业,SW,申万研究,其他,20041231,1000.0,20121126
211,805004.SI,SWS农业S,SW,申万研究,其他,20041231,1000.0,20121126
212,805005.SI,SWS工业,SW,申万研究,其他,20041231,1000.0,20121126
213,805006.SI,SWS工业S,SW,申万研究,其他,20041231,1000.0,20121126
214,805007.SI,SWS贵金,SW,申万研究,其他,20081231,1000.0,20121126
215,805008.SI,SWS贵金S,SW,申万研究,其他,20081231,1000.0,20121126
216,806001.SI,申万三板做市,SW,申万研究,其他,20140829,1000.0,20150331
217,806010.SI,申万新三板计算机,SW,申万研究,其他,20141231,1000.0,20151224
218,806020.SI,申万新三板机械,SW,申万研究,其他,20141231,1000.0,20151224
219,806030.SI,申万新三板化工,SW,申万研究,其他,20141231,1000.0,20151224
220,806040.SI,申万新三板传媒,SW,申万研究,其他,20141231,1000.0,20141231
221,806050.SI,申万新三板电气设备,SW,申万研究,其他,20141231,1000.0,20141231
222,806060.SI,申万新三板电子,SW,申万研究,其他,20141231,1000.0,20141231
223,806070.SI,申万新三板建筑装饰,SW,申万研究,其他,20141231,1000.0,20141231
224,806080.SI,申万新三板医药生物,SW,申万研究,其他,20141231,1000.0,20141231
225,806090.SI,申万新三板通信,SW,申万研究,其他,20150630,1000.0,20161027
226,806100.SI,申万新三板农林牧渔,SW,申万研究,其他,20150630,1000.0,20161027
227,806110.SI,申万新三板公用事业,SW,申万研究,其他,20150630,1000.0,20161027
228,806120.SI,申万新三板休闲服务,SW,申万研究,其他,20150630,1000.0,20161027
229,806130.SI,申万新三板有色金属,SW,申万研究,其他,20150630,1000.0,20161027
230,806140.SI,申万新三板汽车,SW,申万研究,其他,20150630,1000.0,20161027
231,806150.SI,申万新三板轻工制造,SW,申万研究,其他,20150630,1000.0,20161027
232,806160.SI,申万新三板建筑材料,SW,申万研究,其他,20150630,1000.0,20161027
233,806170.SI,申万新三板非银金融,SW,申万研究,其他,20150630,1000.0,20161027
234,806180.SI,申万新三板食品饮料,SW,申万研究,其他,20150630,1000.0,20161027
235,806190.SI,申万新三板商业贸易,SW,申万研究,其他,20150630,1000.0,20161027
236,806200.SI,申万新三板交通运输,SW,申万研究,其他,20150630,1000.0,20161027
237,850111.SI,种子生产(申万),SW,申万研究,三级行业指数,19991230,1000.0,
238,850112.SI,粮食种植(申万),SW,申万研究,三级行业指数,19991230,1000.0,
239,850113.SI,其他种植业(申万),SW,申万研究,三级行业指数,19991230,1000.0,
240,850121.SI,海洋捕捞(申万),SW,申万研究,三级行业指数,19991230,1000.0,
241,850122.SI,水产养殖(申万),SW,申万研究,三级行业指数,19991230,1000.0,
242,850131.SI,林业Ⅲ(申万),SW,申万研究,三级行业指数,19991230,1000.0,
243,850141.SI,饲料Ⅲ(申万),SW,申万研究,三级行业指数,19991230,1000.0,
244,850151.SI,果蔬加工(申万),SW,申万研究,三级行业指数,19991230,1000.0,
245,850152.SI,粮油加工(申万),SW,申万研究,三级行业指数,19991230,1000.0,
246,850153.SI,畜禽加工(申万),SW,申万研究,其他,19991230,1000.0,
247,850154.SI,其他农产品加工(申万),SW,申万研究,三级行业指数,19991230,1000.0,
248,850161.SI,农业综合Ⅲ(申万),SW,申万研究,三级行业指数,19991230,1000.0,
249,850171.SI,畜禽养殖Ⅲ(申万),SW,申万研究,三级行业指数,20111010,1000.0,
250,850181.SI,动物保健Ⅲ(申万),SW,申万研究,三级行业指数,19991230,1000.0,
251,850211.SI,石油开采Ⅲ(申万),SW,申万研究,三级行业指数,19991230,1000.0,
252,850221.SI,煤炭开采Ⅲ(申万),SW,申万研究,三级行业指数,19991230,1000.0,
253,850222.SI,焦炭加工(申万),SW,申万研究,三级行业指数,19991230,1000.0,
254,850231.SI,其他采掘Ⅲ(申万),SW,申万研究,三级行业指数,19991230,1000.0,
255,850241.SI,油气钻采服务(申万),SW,申万研究,三级行业指数,19991230,1000.0,
256,850242.SI,其他采掘服务(申万),SW,申万研究,三级行业指数,19991230,1000.0,
257,850311.SI,石油加工(申万),SW,申万研究,三级行业指数,19991230,1000.0,
258,850312.SI,炼焦业(申万),SW,申万研究,其他,19991230,1000.0,
259,850313.SI,石油贸易(申万),SW,申万研究,三级行业指数,19991230,1000.0,
260,850321.SI,纯碱(申万),SW,申万研究,三级行业指数,19991230,1000.0,
261,850322.SI,氯碱(申万),SW,申万研究,三级行业指数,19991230,1000.0,
262,850323.SI,无机盐(申万),SW,申万研究,三级行业指数,19991230,1000.0,
263,850324.SI,其他化学原料(申万),SW,申万研究,三级行业指数,19991230,1000.0,
264,850331.SI,氮肥(申万),SW,申万研究,三级行业指数,19991230,1000.0,
265,850332.SI,磷肥(申万),SW,申万研究,三级行业指数,19991230,1000.0,
266,850333.SI,农药(申万),SW,申万研究,三级行业指数,19991230,1000.0,
267,850334.SI,日用化学产品(申万),SW,申万研究,三级行业指数,19991230,1000.0,
268,850335.SI,涂料油漆油墨制造(申万),SW,申万研究,三级行业指数,19991230,1000.0,
269,850336.SI,钾肥(申万),SW,申万研究,三级行业指数,19991230,1000.0,
270,850337.SI,民爆用品(申万),SW,申万研究,三级行业指数,20080602,1000.0,
271,850338.SI,纺织化学用品(申万),SW,申万研究,三级行业指数,20080602,1000.0,
272,850339.SI,其他化学制品(申万),SW,申万研究,三级行业指数,20080602,1000.0,
273,850341.SI,涤纶(申万),SW,申万研究,三级行业指数,19991230,1000.0,
274,850342.SI,维纶(申万),SW,申万研究,三级行业指数,19991230,1000.0,
275,850343.SI,粘胶(申万),SW,申万研究,三级行业指数,19991230,1000.0,
276,850344.SI,其他纤维(申万),SW,申万研究,三级行业指数,19991230,1000.0,
277,850345.SI,氨纶(申万),SW,申万研究,三级行业指数,20080605,1000.0,
278,850351.SI,其他塑料制品(申万),SW,申万研究,三级行业指数,19991230,1000.0,
279,850352.SI,合成革(申万),SW,申万研究,三级行业指数,19991230,1000.0,
280,850353.SI,改性塑料(申万),SW,申万研究,三级行业指数,19991230,1000.0,
281,850361.SI,轮胎(申万),SW,申万研究,三级行业指数,19991230,1000.0,
282,850362.SI,其他橡胶制品(申万),SW,申万研究,三级行业指数,20080602,1000.0,
283,850363.SI,炭黑(申万),SW,申万研究,三级行业指数,19991230,1000.0,
284,850371.SI,其他化工新材料(申万),SW,申万研究,三级行业指数,19991230,1000.0,
285,850372.SI,聚氨酯(申万),SW,申万研究,三级行业指数,19991230,1000.0,
286,850373.SI,玻纤(申万),SW,申万研究,三级行业指数,19991230,1000.0,
287,850381.SI,复合肥(申万),SW,申万研究,三级行业指数,19991230,1000.0,
288,850382.SI,氟化工及制冷剂(申万),SW,申万研究,三级行业指数,19991230,1000.0,
289,850383.SI,磷化工及磷酸盐(申万),SW,申万研究,三级行业指数,19991230,1000.0,
290,850411.SI,普钢(申万),SW,申万研究,三级行业指数,19991230,1000.0,
291,850412.SI,特钢(申万),SW,申万研究,三级行业指数,19991230,1000.0,
292,850421.SI,金属制品Ⅲ(申万),SW,申万研究,其他,19991230,1000.0,
